City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,mareeba,-17.0,145.4333,23.4,89,100,0.86,AU,1713561429
364,milan,45.4643,9.1895,12.82,57,0,2.24,IT,1713561429
365,queenstown,-31.8976,26.8753,17.65,50,3,2.86,ZA,1713561430
366,bratsk,56.1325,101.6142,4.27,84,100,5.02,RU,1713561430
367,vitorino freire,-4.0667,-45.1667,25.86,94,70,1.35,BR,1713561430
368,conde,-7.2597,-34.9075,27.7,83,0,3.09,BR,1713561430
369,tindouf,27.6711,-8.1474,22.87,29,100,8.99,DZ,1713561431
370,zaozersk,69.4005,32.4476,-16.27,98,32,2.37,RU,1713561431
371,port douglas,-16.4833,145.4667,24.8,78,100,2.1,AU,1713561431
372,bamyan,34.75,67.25,2.04,89,100,0.51,AF,1713561431
373,jamaame,0.0697,42.745,27.6,82,100,4.36,SO,1713561432
374,bizerte,37.2744,9.8739,14.39,61,0,8.45,TN,1713561432
375,minot,48.2325,-101.2963,1.12,60,100,11.32,US,1713561432
376,thabazimbi,-24.5917,27.4116,20.18,42,26,1.13,ZA,1713561432
377,vernon,50.2581,-119.2691,15.97,24,100,2.24,CA,1713561433
378,noyabrsk,63.1994,75.4507,-20.98,99,6,2.24,RU,1713561433
379,vytegra,61.0064,36.4481,0.76,73,100,4.47,RU,1713561433
380,altamira,-3.2033,-52.2064,24.42,98,89,1.88,BR,1713561434
381,namtsy,62.7161,129.6658,-3.14,98,100,1.8,RU,1713561434
382,constantia,44.1833,28.65,8.17,77,76,3.6,RO,1713561435
383,wuxue,29.8506,115.5525,17.54,95,96,2.17,CN,1713561435
384,dapa,9.7594,126.0531,26.16,83,99,2.41,PH,1713561435
385,guatire,10.4762,-66.5427,30.67,88,93,0.9,VE,1713561435
386,boyolangu,-8.1181,111.8935,24.61,96,100,0.75,ID,1713561436
387,lib,8.3122,167.3766,27.77,83,54,8.62,MH,1713561436
388,hami,42.8,93.45,16.04,27,77,3.88,CN,1713561436
389,al jubayl,27.0112,49.6583,25.72,52,0,3.74,SA,1713561436
390,salalah,17.0151,54.0924,29.05,74,40,1.03,OM,1713561437
391,nishinoomote,30.7333,131.0,19.91,70,89,4.51,JP,1713561437
392,gwanda,-20.9333,29.0,19.18,53,0,2.1,ZW,1713561437
393,moose jaw,50.4001,-105.5344,-0.92,71,99,7.3,CA,1713561437
394,urzhum,57.1141,49.9996,13.71,80,49,4.09,RU,1713561438
395,miandrivazo,-19.5167,45.4667,24.78,78,100,0.37,MG,1713561438
396,san javier,37.8063,-0.8374,16.1,55,0,2.68,ES,1713561438
397,bovalino,38.149,16.174,15.19,81,25,5.16,IT,1713561438
398,laojunmiao,39.8333,97.7333,5.93,47,48,1.94,CN,1713561439
399,glace bay,46.1969,-59.957,8.36,76,95,1.79,CA,1713561439
400,saint croix,17.7397,-64.7388,26.64,78,50,0.45,VI,1713561439
401,kyrenia,35.3417,33.3167,16.75,81,71,3.39,CY,1713561440
402,tangalle,6.024,80.7911,26.19,91,100,3.53,LK,1713561440
403,falkenberg,56.9055,12.4912,1.64,74,11,4.57,SE,1713561440
404,andergrove,-21.0833,149.1833,23.69,83,93,3.16,AU,1713561440
405,masterton,-40.9597,175.6575,12.71,77,100,0.59,NZ,1713561441
406,hard bargain,26.3167,-77.5667,23.44,63,5,1.38,BS,1713561441
407,montlucon,46.3333,2.6,9.83,83,83,3.76,FR,1713561441
408,pisco,-13.7,-76.2167,23.03,73,0,4.63,PE,1713561441
409,bati,11.1833,40.0167,21.94,77,99,0.79,ET,1713561442
410,nelson bay,-32.7167,152.15,16.11,97,100,4.47,AU,1713561442
411,zaoyang,32.1272,112.7542,13.78,93,41,2.57,CN,1713561442
412,prado,-17.3411,-39.2208,25.19,87,91,6.57,BR,1713561443
413,soio,-6.1349,12.3689,25.17,89,100,1.21,AO,1713561443
414,batesville,35.7698,-91.641,17.82,58,100,3.09,US,1713561443
415,isafjordur,66.0755,-23.124,-1.48,96,100,5.85,IS,1713561443
416,seven pagodas,12.6264,80.1722,30.05,89,61,5.02,IN,1713561444
417,sola,-13.8833,167.55,27.55,81,96,3.11,VU,1713561444
418,guichon,-32.35,-57.2,19.92,77,6,3.19,UY,1713561444
419,mushie,-3.0167,16.9,22.45,90,100,1.21,CD,1713561444
420,haiku-pauwela,20.9219,-156.3051,26.23,77,75,8.23,US,1713561445
421,sao miguel do araguaia,-13.275,-50.1628,27.02,79,84,2.48,BR,1713561445
422,flin flon,54.7682,-101.865,0.38,77,3,5.21,CA,1713561445
423,port-vila,-17.7338,168.3219,26.95,85,100,6.37,VU,1713561445
424,allahabad,25.45,81.85,31.45,21,3,2.85,IN,1713561446
425,north battleford,52.7834,-108.2847,3.0,42,0,4.15,CA,1713561446
426,plymouth,41.8334,-70.8328,14.63,53,0,3.6,US,1713561446
427,luis correia,-2.8792,-41.6669,28.0,83,75,2.57,BR,1713561446
428,urangan,-25.3,152.9,20.67,96,100,3.58,AU,1713561447
429,signal mountain,35.1226,-85.3438,25.92,65,75,3.09,US,1713561447
430,grand-lahou,5.1367,-5.0242,28.45,83,66,3.98,CI,1713561447
431,at taraf,25.3628,49.725,24.3,36,0,3.61,SA,1713561448
432,mount pearl,47.5166,-52.7813,2.14,88,66,4.92,CA,1713561448
433,muscatine,41.4667,-91.1335,14.1,33,100,9.26,US,1713561328
434,boromo,11.75,-2.9333,34.93,9,17,1.38,BF,1713561448
435,cill airne,52.05,-9.5167,9.11,94,92,1.16,IE,1713561448
436,suksun,57.1431,57.3949,15.89,68,21,4.76,RU,1713561449
437,jimenez,28.3333,-105.4,33.81,8,91,3.67,MX,1713561449
438,kirakira,-10.4544,161.9205,27.93,83,32,0.25,SB,1713561449
439,tugulym,57.0591,64.6425,8.04,97,100,2.82,RU,1713561449
440,ormond-by-the-sea,29.3491,-81.0665,29.49,70,0,4.12,US,1713561450
441,vadso,70.0744,29.7487,-5.91,68,40,9.26,NO,1713561450
442,sydney,-33.8679,151.2073,16.61,87,75,11.32,AU,1713561039
443,isla vista,34.4133,-119.861,25.8,82,100,2.57,US,1713561294
444,nogliki,51.8333,143.1667,0.19,97,100,4.47,RU,1713561451
445,camalu,30.85,-116.0667,21.48,69,1,5.8,MX,1713561451
446,minamata,32.2167,130.4,14.7,58,100,2.47,JP,1713561452
447,chui,-33.6971,-53.4616,19.53,82,90,2.5,UY,1713561208
448,jakar,27.5492,90.7525,6.89,96,83,0.27,BT,1713561452
449,san mariano,7.5,126.0,20.04,69,79,1.34,PH,1713561452
450,mount gambier,-37.8333,140.7667,8.06,90,6,1.35,AU,1713561453
451,pangody,65.85,74.4859,-21.5,94,14,3.96,RU,1713561453
452,laem sing,12.4816,102.0738,29.43,72,84,4.67,TH,1713561453
453,celestun,20.8667,-90.4,28.38,66,0,7.47,MX,1713561453
454,as sulayyil,20.4607,45.5779,27.14,25,2,3.37,SA,1713561454
455,huron,41.1501,-82.5499,14.76,53,74,6.62,US,1713561454
456,robertsport,6.7533,-11.3686,28.83,84,99,5.01,LR,1713561454
457,chivhu,-19.0211,30.8922,15.81,66,0,4.73,ZW,1713561455
458,buka,40.8108,69.1986,18.62,59,66,0.88,UZ,1713561455
459,shalqar,47.8333,59.6,19.77,51,2,4.1,KZ,1713561455
460,primero de mayo,-32.2552,-58.4228,20.33,77,2,3.31,AR,1713561455
461,cabedelo,-6.9811,-34.8339,28.37,80,100,4.87,BR,1713561456
462,alo,7.4178,6.7371,30.4,64,95,3.38,NG,1713561456
463,dimako,4.3833,13.5667,22.08,89,100,0.84,CM,1713561456
464,cururupu,-1.8283,-44.8683,24.56,100,100,0.67,BR,1713561457
465,puerto santa,-8.9906,-78.6456,21.59,79,100,4.1,PE,1713561457
466,marka,1.7159,44.7717,27.45,85,77,5.0,SO,1713561457
467,bykhaw,53.5193,30.2469,1.98,95,49,3.45,BY,1713561458
468,warmbad,-28.45,18.7333,28.07,26,0,4.65,NA,1713561458
469,alik ghund,30.4896,67.5226,7.18,74,3,1.35,PK,1713561458
470,simanggang,1.2472,111.4528,23.37,99,91,0.11,MY,1713561459
471,zhigalovo,54.8097,105.1578,1.66,93,100,1.23,RU,1713561459
472,barra de santo antonio,-9.4047,-35.5072,25.6,83,100,4.33,BR,1713561460
473,okha,53.5739,142.9478,-0.42,94,100,6.26,RU,1713561460
474,as safirah,36.077,37.3725,15.44,84,4,4.11,SY,1713561461
475,tual,-5.6667,132.75,28.0,77,100,1.15,ID,1713561462
476,road town,18.4167,-64.6167,29.02,70,40,3.6,VG,1713561462
477,la'ie,21.6477,-157.9253,26.98,75,53,4.47,US,1713561462
478,pamplona,42.8169,-1.6432,11.95,54,0,2.06,ES,1713561353
479,tingo maria,-9.2895,-76.0088,30.17,62,20,1.54,PE,1713561463
480,chinde,26.8418,88.0763,18.27,50,0,2.56,NP,1713561463
481,palmer,42.1584,-72.3287,15.32,37,75,7.72,US,1713561464
482,cananeia,-25.0147,-47.9267,20.89,71,4,2.22,BR,1713561464
483,sao gabriel da cachoeira,-0.1303,-67.0892,24.88,96,100,0.46,BR,1713561464
484,mer,47.7056,1.5062,10.95,92,100,0.89,FR,1713561465
485,vyazemskiy,47.5378,134.7525,2.44,82,0,2.92,RU,1713561465
486,faranah,10.0404,-10.7434,31.27,29,4,1.25,GN,1713561465
487,rovaniemi,66.5,25.7167,-5.33,45,0,5.66,FI,1713561466
488,porto novo,6.4965,2.6036,29.9,82,99,3.5,BJ,1713561466
489,lakhdenpokh'ya,61.5198,30.1992,-2.92,93,100,6.3,RU,1713561467
490,bardai,11.65,7.2333,30.75,12,43,3.07,NG,1713561467
491,nadym,65.5333,72.5167,-22.24,94,21,3.98,RU,1713561467
492,lodja,-3.4833,23.4333,22.76,97,100,0.71,CD,1713561468
493,boda,4.3189,17.4695,24.2,76,50,1.63,CF,1713561468
494,mount isa,-20.7333,139.5,17.87,36,80,6.17,AU,1713561468
495,novodvinsk,64.4165,40.8122,-4.01,75,100,6.74,RU,1713561469
496,tahe,52.3333,124.7333,-1.9,61,5,0.67,CN,1713561469
497,inarajan village,13.2736,144.7484,28.55,90,47,6.2,GU,1713561469
498,labrador city,52.9463,-66.9114,4.57,80,100,6.32,CA,1713561469
499,labuan bajo,-8.4964,119.8877,26.4,86,95,1.41,ID,1713561470
500,akrehamn,59.2667,5.1833,4.14,81,100,4.12,NO,1713561470
501,pasighat,28.0667,95.3333,21.7,71,99,1.89,IN,1713561470
502,estacion santa engracia,24.0159,-99.2015,34.06,27,27,3.71,MX,1713561471
503,tazacorte,28.629,-17.9293,20.54,86,20,5.14,ES,1713561471
504,qalat,32.1058,66.9083,12.32,64,58,1.57,AF,1713561471
505,kununurra,-15.7667,128.7333,23.99,50,40,3.09,AU,1713561471
506,floro,61.5996,5.0328,5.68,87,100,6.69,NO,1713561472
507,kolonia,50.9333,6.95,7.19,87,100,7.72,DE,1713561472
508,handan,36.6006,114.4678,12.69,46,65,3.04,CN,1713561472
509,timbuktu,16.7735,-3.0074,31.54,5,35,4.42,ML,1713561472
510,kolonia town,6.964,158.206,26.06,94,100,2.06,FM,1713561473
511,bulayevo,54.9056,70.4439,9.21,83,92,3.51,KZ,1713561473
512,mana,5.6592,-53.7767,27.43,77,54,4.75,GF,1713561473
513,serhetabat,35.2799,62.3438,14.72,44,11,1.36,TM,1713561474
514,copiapo,-27.3667,-70.3333,22.89,46,0,2.69,CL,1713561474
515,seram,17.1833,77.2833,29.26,50,100,2.01,IN,1713561474
516,mpongwe,-13.5091,28.155,18.4,85,22,2.56,ZM,1713561474
517,borogontsy,62.6683,131.1683,-5.04,94,98,2.5,RU,1713561475
518,baotou,40.6522,109.8222,4.83,48,2,2.79,CN,1713561475
519,kirensk,57.7853,108.1119,-2.8,95,13,0.89,RU,1713561475
520,mut,36.6439,33.4389,17.24,56,100,1.63,TR,1713561476
521,fale old settlement,-9.3852,-171.2468,29.43,76,100,6.67,TK,1713561476
522,campos dos goytacazes,-21.75,-41.3,24.03,73,40,5.14,BR,1713561203
523,jabor,5.921,169.6434,28.28,85,100,8.1,MH,1713561477
524,cromer,52.9312,1.2989,7.6,61,10,5.81,GB,1713561477
525,taroa,8.7058,171.2275,27.68,84,49,10.04,MH,1713561477
526,belomorsk,64.5232,34.7668,-6.05,93,100,9.28,RU,1713561478
527,casper,42.8666,-106.3131,4.84,41,75,3.6,US,1713561478
528,markovo,57.3206,107.0881,-2.15,93,92,1.4,RU,1713561478
529,motygino,58.1831,94.7592,0.99,99,100,1.34,RU,1713561479
530,omutinskiy,56.4745,67.6709,7.22,92,99,4.35,RU,1713561479
531,ushtobe,45.2514,77.9838,16.78,41,0,8.35,KZ,1713561480
532,miles city,46.4083,-105.8406,2.54,44,100,9.77,US,1713561189
533,salym,60.0625,71.4789,-3.83,87,100,2.3,RU,1713561480
534,yueyang,29.3333,113.0919,16.1,97,95,2.53,CN,1713561480
535,mufumbwe,-13.6833,24.8,18.6,69,85,1.37,ZM,1713561481
536,chibuto,-24.6867,33.5306,19.17,95,0,1.86,MZ,1713561481
537,kapa'a,22.0752,-159.319,27.99,81,100,7.72,US,1713561482
538,boguchany,58.3814,97.4531,2.7,99,100,1.34,RU,1713561482
539,nova vicosa,-17.8919,-39.3719,25.39,84,97,8.02,BR,1713561403
540,tsevie,6.4261,1.2133,29.49,75,100,3.51,TG,1713561482
541,karasu mahallesi,41.071,30.7854,11.44,81,100,1.68,TR,1713561483
542,sinabang,2.4803,96.3801,26.79,87,100,4.77,ID,1713561483
543,yorkton,51.2167,-102.4677,-1.07,73,100,7.57,CA,1713561483
544,katsuura,35.1333,140.3,17.55,78,100,2.44,JP,1713561483
545,mar del plata,-38.0023,-57.5575,22.01,67,0,2.68,AR,1713561343
546,basco,20.4487,121.9702,27.44,81,6,6.38,PH,1713561484
547,kruisfontein,-34.0033,24.7314,16.6,88,28,0.95,ZA,1713561484
548,kismayo,-0.3582,42.5454,28.34,80,100,6.81,SO,1713561485
549,giddings,30.1827,-96.9364,25.63,65,100,3.09,US,1713561485
550,taitung city,22.7583,121.1444,24.53,68,0,2.67,TW,1713561356
551,kiomboi,-4.2667,34.3667,16.89,90,100,3.02,TZ,1713561486
552,fort mcmurray,56.7268,-111.381,9.92,24,20,1.83,CA,1713561486
553,antonio enes,-16.2325,39.9086,25.08,90,100,3.77,MZ,1713561486
554,den burg,53.0542,4.7972,7.21,79,100,7.72,NL,1713561487
555,urengoy,65.9667,78.3667,-20.11,94,8,5.79,RU,1713561487
556,raduzhny,62.0961,77.475,-17.91,97,8,2.05,RU,1713561488
557,sosnovo-ozerskoye,52.5249,111.5418,-2.55,46,2,2.53,RU,1713561488
558,pemangkat,1.1667,108.9667,26.69,88,92,2.1,ID,1713561489
559,puerto leguizamo,-0.1934,-74.7819,24.71,96,100,0.98,CO,1713561489
560,aktau,43.65,51.2,15.32,46,0,3.94,KZ,1713561489
561,oswestry,52.862,-3.055,8.44,91,9,2.36,GB,1713561490
562,ulsteinvik,62.3432,5.8487,4.95,91,100,8.05,NO,1713561491
563,knyaze-volkonskoye,48.4642,135.4567,6.11,79,100,3.58,RU,1713561492
564,villa de soto,-30.8552,-64.9995,26.33,43,0,5.42,AR,1713561492
565,qamdo,31.1667,97.2333,2.59,76,78,1.72,CN,1713561492
566,aral,40.5156,81.2636,15.54,61,73,4.12,CN,1713561492
567,montagne blanche,-20.2828,57.6544,21.69,93,75,2.57,MU,1713561493
568,ashgabat,37.95,58.3833,23.08,26,0,1.97,TM,1713561493
569,nantucket,41.2835,-70.0995,11.16,75,0,6.17,US,1713561421
570,el fasher,13.6279,25.3494,30.34,11,97,4.82,SD,1713561493
571,vryheid,-27.7695,30.7917,14.5,77,0,1.64,ZA,1713561494
572,petnjica,42.9092,19.9638,0.75,85,58,0.71,ME,1713561494
573,banes,20.9625,-75.7186,27.4,59,3,6.77,CU,1713561494
574,sakiet sidi youssef,36.2229,8.3555,3.76,84,0,1.53,TN,1713561494
575,aurillac,44.9167,2.45,7.49,61,0,2.06,FR,1713561495
576,mount pleasant,32.7941,-79.8626,31.14,65,40,4.63,US,1713561495
577,broken hill,-31.95,141.4333,9.05,80,0,4.87,AU,1713561495
578,tarfaya,27.9358,-12.9218,19.09,83,10,6.0,MA,1713561496
579,eyl,7.9803,49.8164,29.04,74,76,3.78,SO,1713561496
580,krivosheino,57.3431,83.9261,-3.13,81,81,4.81,RU,1713561496
581,yukhnov,54.7444,35.2297,3.54,83,95,5.19,RU,1713561497
582,mata-utu,-13.2816,-176.1745,29.22,78,81,10.01,WF,1713561258
583,vila franca do campo,37.7167,-25.4333,18.27,99,72,3.31,PT,1713561497
584,pajapan,18.25,-94.7,26.09,50,13,5.72,MX,1713561497
